timestamp,aggregate_hourly_kW
2011-01-07 03:00:00,69679.016
2011-01-07 04:00:00,68329.49
2011-01-07 05:00:00,76829.65
2011-01-07 06:00:00,98282.67
2011-01-07 07:00:00,112461.06
2011-01-07 08:00:00,120270.625
2011-01-07 09:00:00,136399.62
2011-01-07 10:00:00,137666.0
2011-01-07 11:00:00,138182.94
2011-01-07 12:00:00,139546.75
2011-01-07 13:00:00,140768.23
2011-01-07 14:00:00,139297.08
2011-01-07 15:00:00,141906.11
2011-01-07 16:00:00,144381.52
2011-01-07 17:00:00,146327.69
2011-01-07 18:00:00,150240.8
2011-01-07 19:00:00,147970.56
2011-01-07 20:00:00,144114.64
2011-01-07 21:00:00,140178.48
2011-01-07 22:00:00,129355.68
2011-01-07 23:00:00,110892.27
2011-01-08 00:00:00,85636.41
2011-01-08 01:00:00,71751.6
2011-01-08 02:00:00,68595.04
2011-01-08 03:00:00,67836.9
2011-01-08 04:00:00,68303.664
2011-01-08 05:00:00,75560.22
2011-01-08 06:00:00,96153.016
2011-01-08 07:00:00,110036.71
2011-01-08 08:00:00,118115.164
2011-01-08 09:00:00,137911.67
2011-01-08 10:00:00,142176.89
2011-01-08 11:00:00,142517.7
2011-01-08 12:00:00,141746.7
2011-01-08 13:00:00,141944.98
2011-01-08 14:00:00,139969.98
2011-01-08 15:00:00,140936.52
2011-01-08 16:00:00,143339.61
2011-01-08 17:00:00,144110.22
2011-01-08 18:00:00,149007.3
2011-01-08 19:00:00,148441.44
2011-01-08 20:00:00,142836.31
2011-01-08 21:00:00,138203.5
2011-01-08 22:00:00,126629.58
2011-01-08 23:00:00,107695.016
2011-01-09 00:00:00,84343.695
2011-01-09 01:00:00,68934.97
2011-01-09 02:00:00,64551.062
2011-01-09 03:00:00,63683.543
2011-01-09 04:00:00,64265.383
2011-01-09 05:00:00,72603.31
2011-01-09 06:00:00,92257.62
2011-01-09 07:00:00,109161.67
2011-01-09 08:00:00,116720.4
2011-01-09 09:00:00,137828.28
2011-01-09 10:00:00,139420.64
2011-01-09 11:00:00,140933.89
2011-01-09 12:00:00,137202.16
2011-01-09 13:00:00,135221.12
2011-01-09 14:00:00,134876.83
2011-01-09 15:00:00,135676.44
2011-01-09 16:00:00,136835.2
2011-01-09 17:00:00,137484.45
2011-01-09 18:00:00,142625.62
2011-01-09 19:00:00,140190.2
2011-01-09 20:00:00,136400.34
2011-01-09 21:00:00,132249.88
2011-01-09 22:00:00,118449.055
2011-01-09 23:00:00,91232.56
2011-01-10 00:00:00,76554.914
2011-01-10 01:00:00,69109.43
2011-01-10 02:00:00,66708.375
2011-01-10 03:00:00,65134.39
2011-01-10 04:00:00,64107.945
2011-01-10 05:00:00,71424.58
2011-01-10 06:00:00,89928.27
2011-01-10 07:00:00,105703.03
2011-01-10 08:00:00,117838.62
2011-01-10 09:00:00,135900.06
2011-01-10 10:00:00,138958.47
2011-01-10 11:00:00,138777.64
2011-01-10 12:00:00,139213.8
2011-01-10 13:00:00,140712.64
2011-01-10 14:00:00,140489.25
2011-01-10 15:00:00,141083.53
2011-01-10 16:00:00,141481.61
2011-01-10 17:00:00,145432.6
2011-01-10 18:00:00,150257.83
2011-01-10 19:00:00,146400.4
2011-01-10 20:00:00,143964.05
2011-01-10 21:00:00,139279.22
2011-01-10 22:00:00,127525.625
2011-01-10 23:00:00,105298.805
2011-01-11 00:00:00,82748.87
2011-01-11 01:00:00,72415.984
2011-01-11 02:00:00,70660.47
2011-01-11 03:00:00,69179.46
2011-01-11 04:00:00,70562.586
2011-01-11 05:00:00,76528.516
2011-01-11 06:00:00,96704.75
2011-01-11 07:00:00,112080.28
2011-01-11 08:00:00,119969.555
2011-01-11 09:00:00,137090.02
2011-01-11 10:00:00,139583.38
2011-01-11 11:00:00,139923.94
2011-01-11 12:00:00,139535.28
2011-01-11 13:00:00,140878.94
2011-01-11 14:00:00,138460.9
2011-01-11 15:00:00,140862.16
2011-01-11 16:00:00,143431.27
2011-01-11 17:00:00,143468.56
2011-01-11 18:00:00,146965.86
2011-01-11 19:00:00,145245.27
2011-01-11 20:00:00,142320.08
2011-01-11 21:00:00,138674.72
2011-01-11 22:00:00,126188.07
2011-01-11 23:00:00,104170.26
2011-01-12 00:00:00,79631.516
2011-01-12 01:00:00,69385.03
2011-01-12 02:00:00,67440.39
2011-01-12 03:00:00,66813.97
2011-01-12 04:00:00,67627.66
2011-01-12 05:00:00,75005.46
2011-01-12 06:00:00,94590.234
2011-01-12 07:00:00,109261.29
2011-01-12 08:00:00,120531.37
2011-01-12 09:00:00,135737.94
2011-01-12 10:00:00,137110.11
2011-01-12 11:00:00,137711.98
2011-01-12 12:00:00,137564.86
2011-01-12 13:00:00,139392.97
2011-01-12 14:00:00,138562.31
2011-01-12 15:00:00,138319.78
2011-01-12 16:00:00,139598.45
2011-01-12 17:00:00,142203.73
2011-01-12 18:00:00,146548.92
2011-01-12 19:00:00,145886.97
2011-01-12 20:00:00,141353.38
2011-01-12 21:00:00,136596.27
2011-01-12 22:00:00,125482.75
2011-01-12 23:00:00,103632.12
2011-01-13 00:00:00,79837.27
2011-01-13 01:00:00,70290.45
2011-01-13 02:00:00,67449.93
2011-01-13 03:00:00,66221.98
2011-01-13 04:00:00,65723.79
2011-01-13 05:00:00,72881.25
2011-01-13 06:00:00,91429.086
2011-01-13 07:00:00,108365.97
2011-01-13 08:00:00,120064.484
2011-01-13 09:00:00,134392.77
2011-01-13 10:00:00,135879.0
2011-01-13 11:00:00,135603.27
2011-01-13 12:00:00,136386.11
2011-01-13 13:00:00,135520.39
2011-01-13 14:00:00,135874.02
2011-01-13 15:00:00,135911.33
2011-01-13 16:00:00,137162.25
2011-01-13 17:00:00,138423.9
2011-01-13 18:00:00,144911.36
2011-01-13 19:00:00,144523.47
2011-01-13 20:00:00,139188.0
2011-01-13 21:00:00,135425.61
2011-01-13 22:00:00,124330.87
2011-01-13 23:00:00,102166.28
2011-01-14 00:00:00,77973.19
2011-01-14 01:00:00,67643.336
2011-01-14 02:00:00,65754.97
2011-01-14 03:00:00,64927.35
2011-01-14 04:00:00,65672.836
2011-01-14 05:00:00,72846.09
2011-01-14 06:00:00,92379.59
2011-01-14 07:00:00,109190.77
2011-01-14 08:00:00,122432.07
2011-01-14 09:00:00,134344.78
2011-01-14 10:00:00,136728.44
2011-01-14 11:00:00,135523.61
2011-01-14 12:00:00,137012.42
2011-01-14 13:00:00,136683.7
2011-01-14 14:00:00,137190.72
2011-01-14 15:00:00,138169.97
2011-01-14 16:00:00,139441.47
2011-01-14 17:00:00,142372.0
2011-01-14 18:00:00,147424.03
2011-01-14 19:00:00,144898.2
2011-01-14 20:00:00,142178.11
2011-01-14 21:00:00,137912.14
2011-01-14 22:00:00,125768.23
2011-01-14 23:00:00,107606.66
2011-01-15 00:00:00,82824.67
2011-01-15 01:00:00,70308.59
2011-01-15 02:00:00,67334.81
2011-01-15 03:00:00,65281.54
2011-01-15 04:00:00,63852.29
2011-01-15 05:00:00,73553.195
2011-01-15 06:00:00,94182.22
2011-01-15 07:00:00,107699.74
2011-01-15 08:00:00,117876.0
2011-01-15 09:00:00,135158.73
2011-01-15 10:00:00,140090.42
2011-01-15 11:00:00,141412.39
2011-01-15 12:00:00,142738.69
2011-01-15 13:00:00,138732.92
2011-01-15 14:00:00,137617.69
2011-01-15 15:00:00,137979.02
2011-01-15 16:00:00,139846.28
2011-01-15 17:00:00,139623.95
2011-01-15 18:00:00,146914.58
2011-01-15 19:00:00,146579.52
2011-01-15 20:00:00,141725.66
2011-01-15 21:00:00,137322.72
2011-01-15 22:00:00,125761.88
2011-01-15 23:00:00,106431.98
2011-01-16 00:00:00,82981.3
2011-01-16 01:00:00,67962.86
2011-01-16 02:00:00,64980.223
2011-01-16 03:00:00,64287.055
2011-01-16 04:00:00,64751.574
2011-01-16 05:00:00,72594.03
2011-01-16 06:00:00,91326.586
2011-01-16 07:00:00,109500.07
2011-01-16 08:00:00,118064.29
2011-01-16 09:00:00,134592.3
2011-01-16 10:00:00,140304.2
2011-01-16 11:00:00,140913.66
2011-01-16 12:00:00,138885.69
2011-01-16 13:00:00,136292.38
2011-01-16 14:00:00,135765.58
2011-01-16 15:00:00,135450.98
2011-01-16 16:00:00,138597.78
2011-01-16 17:00:00,139502.88
2011-01-16 18:00:00,144585.98
2011-01-16 19:00:00,141446.9
2011-01-16 20:00:00,138081.6
2011-01-16 21:00:00,133861.95
2011-01-16 22:00:00,121264.71
2011-01-16 23:00:00,92492.18
2011-01-17 00:00:00,75969.5
2011-01-17 01:00:00,68194.78
2011-01-17 02:00:00,65998.93
2011-01-17 03:00:00,66062.82
2011-01-17 04:00:00,66496.14
2011-01-17 05:00:00,72473.305
2011-01-17 06:00:00,95071.41
2011-01-17 07:00:00,108787.87
2011-01-17 08:00:00,119919.695
2011-01-17 09:00:00,132874.39
2011-01-17 10:00:00,134767.38
2011-01-17 11:00:00,136271.72
2011-01-17 12:00:00,137604.31
2011-01-17 13:00:00,139274.62
2011-01-17 14:00:00,139585.12
2011-01-17 15:00:00,139413.45
2011-01-17 16:00:00,140785.56
2011-01-17 17:00:00,143114.6
2011-01-17 18:00:00,147183.94
2011-01-17 19:00:00,147564.36
2011-01-17 20:00:00,143375.2
2011-01-17 21:00:00,138675.11
2011-01-17 22:00:00,128042.03
2011-01-17 23:00:00,109851.414
2011-01-18 00:00:00,88070.86
2011-01-18 01:00:00,75275.56
2011-01-18 02:00:00,70804.78
2011-01-18 03:00:00,68209.52
2011-01-18 04:00:00,68507.14
2011-01-18 05:00:00,74675.71
2011-01-18 06:00:00,95153.016
2011-01-18 07:00:00,110368.695
2011-01-18 08:00:00,120939.93
2011-01-18 09:00:00,135743.33
2011-01-18 10:00:00,135552.95
2011-01-18 11:00:00,136522.73
2011-01-18 12:00:00,136543.06
2011-01-18 13:00:00,137545.33
2011-01-18 14:00:00,137545.97
2011-01-18 15:00:00,138206.88
2011-01-18 16:00:00,138490.84
2011-01-18 17:00:00,141372.19
2011-01-18 18:00:00,146832.75
2011-01-18 19:00:00,145953.66
2011-01-18 20:00:00,141572.2
2011-01-18 21:00:00,136988.9
2011-01-18 22:00:00,125455.8
2011-01-18 23:00:00,104095.16
2011-01-19 00:00:00,81009.14
2011-01-19 01:00:00,69773.695
2011-01-19 02:00:00,66310.01
2011-01-19 03:00:00,65348.81
2011-01-19 04:00:00,64715.895
2011-01-19 05:00:00,71736.836
2011-01-19 06:00:00,94216.22
2011-01-19 07:00:00,108690.06
2011-01-19 08:00:00,120490.98
2011-01-19 09:00:00,133904.22
2011-01-19 10:00:00,134138.17
2011-01-19 11:00:00,136187.86
2011-01-19 12:00:00,135708.72
2011-01-19 13:00:00,135881.34
2011-01-19 14:00:00,134513.64
2011-01-19 15:00:00,135872.53
2011-01-19 16:00:00,138988.11
2011-01-19 17:00:00,138983.16
2011-01-19 18:00:00,146701.0
2011-01-19 19:00:00,144795.52
2011-01-19 20:00:00,140539.86
2011-01-19 21:00:00,137027.22
2011-01-19 22:00:00,125409.28
2011-01-19 23:00:00,103000.336
2011-01-20 00:00:00,81684.16
2011-01-20 01:00:00,70773.33
2011-01-20 02:00:00,66825.34
2011-01-20 03:00:00,66560.21
2011-01-20 04:00:00,67170.99
2011-01-20 05:00:00,73300.87
2011-01-20 06:00:00,92229.92
2011-01-20 07:00:00,109099.7
2011-01-20 08:00:00,120652.26
2011-01-20 09:00:00,134298.81
2011-01-20 10:00:00,134593.8
2011-01-20 11:00:00,134978.69
2011-01-20 12:00:00,134315.28
2011-01-20 13:00:00,135441.11
2011-01-20 14:00:00,135812.83
2011-01-20 15:00:00,135983.58
2011-01-20 16:00:00,138221.19
2011-01-20 17:00:00,138852.88
2011-01-20 18:00:00,144399.31
2011-01-20 19:00:00,144515.11
2011-01-20 20:00:00,140372.95
2011-01-20 21:00:00,135085.75
2011-01-20 22:00:00,123030.75
2011-01-20 23:00:00,100059.0
2011-01-21 00:00:00,77032.766
2011-01-21 01:00:00,66240.914
2011-01-21 02:00:00,62758.406
2011-01-21 03:00:00,61911.734
2011-01-21 04:00:00,63073.11
2011-01-21 05:00:00,68442.28
2011-01-21 06:00:00,88607.78
2011-01-21 07:00:00,104587.81
2011-01-21 08:00:00,116717.01
2011-01-21 09:00:00,131372.69
2011-01-21 10:00:00,132122.11
2011-01-21 11:00:00,133275.22
2011-01-21 12:00:00,134088.39
2011-01-21 13:00:00,132030.61
2011-01-21 14:00:00,131809.27
2011-01-21 15:00:00,133311.4
2011-01-21 16:00:00,135577.42
2011-01-21 17:00:00,138338.58
2011-01-21 18:00:00,145042.39
2011-01-21 19:00:00,143408.19
2011-01-21 20:00:00,138295.33
2011-01-21 21:00:00,131737.73
2011-01-21 22:00:00,119982.55
2011-01-21 23:00:00,101334.51
2011-01-22 00:00:00,77159.945
2011-01-22 01:00:00,62343.613
2011-01-22 02:00:00,58759.69
2011-01-22 03:00:00,57687.117
2011-01-22 04:00:00,57430.465
2011-01-22 05:00:00,65204.96
2011-01-22 06:00:00,86899.03
2011-01-22 07:00:00,100281.625
2011-01-22 08:00:00,110144.445
2011-01-22 09:00:00,128156.63
2011-01-22 10:00:00,133350.72
2011-01-22 11:00:00,135455.3
2011-01-22 12:00:00,137294.34
2011-01-22 13:00:00,135708.06
2011-01-22 14:00:00,133975.31
2011-01-22 15:00:00,132935.69
2011-01-22 16:00:00,136617.84
2011-01-22 17:00:00,137913.27
2011-01-22 18:00:00,143938.44
2011-01-22 19:00:00,143431.88
2011-01-22 20:00:00,136202.69
2011-01-22 21:00:00,131765.31
2011-01-22 22:00:00,117784.24
2011-01-22 23:00:00,98418.93
2011-01-23 00:00:00,75383.336
2011-01-23 01:00:00,62190.824
2011-01-23 02:00:00,58927.6
2011-01-23 03:00:00,58247.48
2011-01-23 04:00:00,59056.484
2011-01-23 05:00:00,67151.86
2011-01-23 06:00:00,86287.6
2011-01-23 07:00:00,103091.72
2011-01-23 08:00:00,113446.0
2011-01-23 09:00:00,130723.83
2011-01-23 10:00:00,136362.73
2011-01-23 11:00:00,138652.45
2011-01-23 12:00:00,136890.55
2011-01-23 13:00:00,135369.3
2011-01-23 14:00:00,132609.48
2011-01-23 15:00:00,135148.12
2011-01-23 16:00:00,136347.88
2011-01-23 17:00:00,134786.69
2011-01-23 18:00:00,141373.7
2011-01-23 19:00:00,137427.72
2011-01-23 20:00:00,132656.05
2011-01-23 21:00:00,127871.59
2011-01-23 22:00:00,112802.22
2011-01-23 23:00:00,85894.98
2011-01-24 00:00:00,70172.195
2011-01-24 01:00:00,62429.086
2011-01-24 02:00:00,59904.156
2011-01-24 03:00:00,59956.465
2011-01-24 04:00:00,59891.234
2011-01-24 05:00:00,66856.97
2011-01-24 06:00:00,86879.11
2011-01-24 07:00:00,99016.91
2011-01-24 08:00:00,113686.96
2011-01-24 09:00:00,131190.7
2011-01-24 10:00:00,133105.67
2011-01-24 11:00:00,133460.19
2011-01-24 12:00:00,134752.3
2011-01-24 13:00:00,136612.61
2011-01-24 14:00:00,136141.88
2011-01-24 15:00:00,136073.6
2011-01-24 16:00:00,138394.84
2011-01-24 17:00:00,139593.72
2011-01-24 18:00:00,147273.17
2011-01-24 19:00:00,142047.95
2011-01-24 20:00:00,138351.14
2011-01-24 21:00:00,132648.92
2011-01-24 22:00:00,118743.13
2011-01-24 23:00:00,97718.74
2011-01-25 00:00:00,76321.53
2011-01-25 01:00:00,67708.9
2011-01-25 02:00:00,65034.76
2011-01-25 03:00:00,63565.92
2011-01-25 04:00:00,64567.875
2011-01-25 05:00:00,69999.16
2011-01-25 06:00:00,88393.86
2011-01-25 07:00:00,102781.52
2011-01-25 08:00:00,115274.016
2011-01-25 09:00:00,133809.39
2011-01-25 10:00:00,134985.45
2011-01-25 11:00:00,135986.45
2011-01-25 12:00:00,136580.17
2011-01-25 13:00:00,138006.5
2011-01-25 14:00:00,135785.16
2011-01-25 15:00:00,137990.19
2011-01-25 16:00:00,139243.77
2011-01-25 17:00:00,140240.36
2011-01-25 18:00:00,146783.48
2011-01-25 19:00:00,143923.31
2011-01-25 20:00:00,138992.19
2011-01-25 21:00:00,133553.14
2011-01-25 22:00:00,119688.76
2011-01-25 23:00:00,96722.44
2011-01-26 00:00:00,76344.805
2011-01-26 01:00:00,63091.637
2011-01-26 02:00:00,60024.777
2011-01-26 03:00:00,59016.21
2011-01-26 04:00:00,60527.9
2011-01-26 05:00:00,68429.21
2011-01-26 06:00:00,86228.04
2011-01-26 07:00:00,100543.086
2011-01-26 08:00:00,115319.734
2011-01-26 09:00:00,134874.25
2011-01-26 10:00:00,135866.3
2011-01-26 11:00:00,135707.02
2011-01-26 12:00:00,135641.94
2011-01-26 13:00:00,134769.33
2011-01-26 14:00:00,132904.25
2011-01-26 15:00:00,134637.34
2011-01-26 16:00:00,135543.9
2011-01-26 17:00:00,139168.48
2011-01-26 18:00:00,146598.36
2011-01-26 19:00:00,145288.3
2011-01-26 20:00:00,138925.61
2011-01-26 21:00:00,133048.42
2011-01-26 22:00:00,118853.93
2011-01-26 23:00:00,98350.48
2011-01-27 00:00:00,73187.75
2011-01-27 01:00:00,64735.32
2011-01-27 02:00:00,62488.03
2011-01-27 03:00:00,61448.082
2011-01-27 04:00:00,61367.027
2011-01-27 05:00:00,69160.06
2011-01-27 06:00:00,87554.88
2011-01-27 07:00:00,103109.14
2011-01-27 08:00:00,115793.086
2011-01-27 09:00:00,133954.53
2011-01-27 10:00:00,134188.3
2011-01-27 11:00:00,134706.92
2011-01-27 12:00:00,138026.69
2011-01-27 13:00:00,137916.4
2011-01-27 14:00:00,138806.58
2011-01-27 15:00:00,138808.16
2011-01-27 16:00:00,140617.08
2011-01-27 17:00:00,142849.83
2011-01-27 18:00:00,147360.77
2011-01-27 19:00:00,147543.64
2011-01-27 20:00:00,140523.81
2011-01-27 21:00:00,135176.1
2011-01-27 22:00:00,122111.65
2011-01-27 23:00:00,98145.96
2011-01-28 00:00:00,73973.82
2011-01-28 01:00:00,65024.574
2011-01-28 02:00:00,62853.945
2011-01-28 03:00:00,62329.953
2011-01-28 04:00:00,62093.418
2011-01-28 05:00:00,69297.414
2011-01-28 06:00:00,88187.72
2011-01-28 07:00:00,105535.4
2011-01-28 08:00:00,119188.47
2011-01-28 09:00:00,137583.19
2011-01-28 10:00:00,139464.7
2011-01-28 11:00:00,136254.31
2011-01-28 12:00:00,139050.77
2011-01-28 13:00:00,137864.72
2011-01-28 14:00:00,137627.19
2011-01-28 15:00:00,137979.45
2011-01-28 16:00:00,140252.81
2011-01-28 17:00:00,141682.23
2011-01-28 18:00:00,146204.02
2011-01-28 19:00:00,147782.34
2011-01-28 20:00:00,143070.33
2011-01-28 21:00:00,135725.27
2011-01-28 22:00:00,123918.4
2011-01-28 23:00:00,103309.44
2011-01-29 00:00:00,79206.375
2011-01-29 01:00:00,65496.137
2011-01-29 02:00:00,62945.55
2011-01-29 03:00:00,62240.586
2011-01-29 04:00:00,63149.027
2011-01-29 05:00:00,69799.56
2011-01-29 06:00:00,90450.04
2011-01-29 07:00:00,107892.52
2011-01-29 08:00:00,118372.555
2011-01-29 09:00:00,136427.9
2011-01-29 10:00:00,141909.84
2011-01-29 11:00:00,140660.0
2011-01-29 12:00:00,143743.39
2011-01-29 13:00:00,139541.48
2011-01-29 14:00:00,138291.58
2011-01-29 15:00:00,140070.67
2011-01-29 16:00:00,140591.16
2011-01-29 17:00:00,142764.16
2011-01-29 18:00:00,147738.6
2011-01-29 19:00:00,148107.38
2011-01-29 20:00:00,142355.0
2011-01-29 21:00:00,135058.08
2011-01-29 22:00:00,121591.695
2011-01-29 23:00:00,101272.18
2011-01-30 00:00:00,76917.195
2011-01-30 01:00:00,63851.797
2011-01-30 02:00:00,60959.145
2011-01-30 03:00:00,59847.71
2011-01-30 04:00:00,60535.23
2011-01-30 05:00:00,68131.3
2011-01-30 06:00:00,85886.6
2011-01-30 07:00:00,103691.42
2011-01-30 08:00:00,111302.1
2011-01-30 09:00:00,135811.64
2011-01-30 10:00:00,139479.14
2011-01-30 11:00:00,138958.94
2011-01-30 12:00:00,136645.31
2011-01-30 13:00:00,133283.33
2011-01-30 14:00:00,133375.88
2011-01-30 15:00:00,133989.42
2011-01-30 16:00:00,135341.08
2011-01-30 17:00:00,136093.06
2011-01-30 18:00:00,140439.61
2011-01-30 19:00:00,137989.69
2011-01-30 20:00:00,133889.25
2011-01-30 21:00:00,129369.695
2011-01-30 22:00:00,115496.83
2011-01-30 23:00:00,88823.27
2011-01-31 00:00:00,72063.03
2011-01-31 01:00:00,64111.684
2011-01-31 02:00:00,61956.336
2011-01-31 03:00:00,61470.22
2011-01-31 04:00:00,62386.293
2011-01-31 05:00:00,68624.67
2011-01-31 06:00:00,86117.52
2011-01-31 07:00:00,101694.016
2011-01-31 08:00:00,114826.16
2011-01-31 09:00:00,132975.23
2011-01-31 10:00:00,135556.11
2011-01-31 11:00:00,131484.72
2011-01-31 12:00:00,133304.83
2011-01-31 13:00:00,132174.95
2011-01-31 14:00:00,130951.09
2011-01-31 15:00:00,133088.38
2011-01-31 16:00:00,134859.4
2011-01-31 17:00:00,134901.69
2011-01-31 18:00:00,142599.94
2011-01-31 19:00:00,142533.25
2011-01-31 20:00:00,136628.14
2011-01-31 21:00:00,132643.77
2011-01-31 22:00:00,119409.6
2011-01-31 23:00:00,97905.04
2011-02-01 00:00:00,73965.56
2011-02-01 01:00:00,66443.05
2011-02-01 02:00:00,63237.47
2011-02-01 03:00:00,62307.637
2011-02-01 04:00:00,63766.91
2011-02-01 05:00:00,68486.06
2011-02-01 06:00:00,88134.305
2011-02-01 07:00:00,101079.42
2011-02-01 08:00:00,114075.63
2011-02-01 09:00:00,133507.27
2011-02-01 10:00:00,136117.9
2011-02-01 11:00:00,135800.19
2011-02-01 12:00:00,134780.34
2011-02-01 13:00:00,132863.22
2011-02-01 14:00:00,134459.66
2011-02-01 15:00:00,133808.16
2011-02-01 16:00:00,134388.39
2011-02-01 17:00:00,136624.19
2011-02-01 18:00:00,144150.47
2011-02-01 19:00:00,145164.42
2011-02-01 20:00:00,137999.89
2011-02-01 21:00:00,133339.3
2011-02-01 22:00:00,119632.96
2011-02-01 23:00:00,98463.68
2011-02-02 00:00:00,74923.6
2011-02-02 01:00:00,65748.33
2011-02-02 02:00:00,63048.4
2011-02-02 03:00:00,62394.715
2011-02-02 04:00:00,61439.8
2011-02-02 05:00:00,69646.49
2011-02-02 06:00:00,88156.93
